,area_type,location,total_sqft,bath,balcony,price,bhk
392,Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2
393,Built-up  Area,Amruthahalli,1900.0,3.0,1.0,135.0,3
394,Built-up  Area,Amruthahalli,924.0,2.0,1.0,45.0,2
395,Carpet  Area,Amruthahalli,900.0,2.0,1.0,60.0,2
396,Built-up  Area,Amruthahalli,1100.0,2.0,1.0,45.0,2
397,Super built-up  Area,Amruthahalli,1200.0,2.0,1.0,55.0,2
401,Super built-up  Area,Amruthahalli,1450.0,2.0,1.0,85.0,3
402,Super built-up  Area,Amruthahalli,1200.0,2.0,2.0,55.0,2
403,Super built-up  Area,Amruthahalli,1250.0,2.0,2.0,79.0,2
404,Super built-up  Area,Amruthahalli,1190.0,2.0,2.0,50.0,2
405,Super built-up  Area,Amruthahalli,1202.0,2.0,1.0,65.0,2
406,Super built-up  Area,Amruthahalli,1340.0,2.0,1.0,75.0,2
407,Super built-up  Area,Amruthahalli,2650.0,4.0,0.0,175.0,3
408,Built-up  Area,Amruthahalli,1450.0,2.0,1.0,90.0,3
409,Super built-up  Area,Amruthahalli,1025.0,2.0,1.0,42.0,2
410,Built-up  Area,Amruthahalli,485.0,1.0,1.0,19.5,1
411,Super built-up  Area,Anandapura,1167.0,2.0,1.0,43.76,2
412,Plot  Area,Anandapura,1000.0,2.0,1.0,55.0,2
413,Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.79,2
415,Plot  Area,Anandapura,1200.0,2.0,1.0,67.0,2
416,Plot  Area,Anandapura,1200.0,2.0,1.0,58.0,2
417,Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.1,2
418,Super built-up  Area,Anandapura,1141.0,2.0,1.0,42.75,2
419,Plot  Area,Anandapura,900.0,2.0,0.0,48.0,2
420,Plot  Area,Anandapura,1749.0,4.0,0.0,90.0,4
421,Super built-up  Area,Anandapura,1151.0,2.0,1.0,42.9,2
423,Built-up  Area,Anandapura,1250.0,2.0,2.0,45.0,2
424,Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.16,2
425,Built-up  Area,Anandapura,1200.0,2.0,0.0,58.0,2
426,Plot  Area,Anandapura,1200.0,2.0,0.0,66.0,3
427,Plot  Area,Anandapura,1415.0,2.0,1.0,74.0,3
428,Super built-up  Area,Anandapura,1200.0,2.0,1.0,50.0,2
429,Super built-up  Area,Anandapura,1141.0,2.0,1.0,50.0,2
431,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
432,Super built-up  Area,Ananth Nagar,1100.0,2.0,2.0,31.5,2
433,Super built-up  Area,Ananth Nagar,982.0,2.0,2.0,24.55,2
434,Super built-up  Area,Ananth Nagar,500.0,2.0,2.0,14.0,1
435,Super built-up  Area,Ananth Nagar,900.0,2.0,2.0,22.5,2
436,Super built-up  Area,Ananth Nagar,908.0,2.0,1.0,26.0,2
437,Super built-up  Area,Ananth Nagar,870.0,2.0,2.0,36.0,2
438,Super built-up  Area,Ananth Nagar,937.0,2.0,1.0,35.0,2
439,Built-up  Area,Ananth Nagar,960.0,2.0,3.0,37.0,2
440,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
441,Super built-up  Area,Ananth Nagar,1000.0,2.0,1.0,29.7,2
442,Built-up  Area,Ananth Nagar,850.0,2.0,1.0,25.99,2
443,Super built-up  Area,Ananth Nagar,902.0,2.0,1.0,25.26,2
444,Built-up  Area,Ananth Nagar,1470.0,3.0,2.0,54.0,3
445,Built-up  Area,Ananth Nagar,810.0,2.0,1.0,25.5,2
446,Super built-up  Area,Ananth Nagar,890.0,2.0,1.0,27.0,2
447,Super built-up  Area,Ananth Nagar,1200.0,2.0,1.0,36.0,2
449,Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,42.0,3
450,Super built-up  Area,Ananth Nagar,1000.0,2.0,3.0,25.0,2
451,Super built-up  Area,Ananth Nagar,902.0,2.0,2.0,25.0,2
452,Super built-up  Area,Ananth Nagar,930.0,2.0,1.0,25.99,2
453,Super built-up  Area,Ananth Nagar,1074.0,2.0,2.0,26.85,2
454,Super built-up  Area,Ananth Nagar,500.0,1.0,1.0,14.0,1
455,Super built-up  Area,Ananth Nagar,1010.0,2.0,2.0,38.0,2
456,Super built-up  Area,Ananth Nagar,992.0,2.0,2.0,24.8,2
458,Super built-up  Area,Anekal,656.0,2.0,1.0,22.0,2
459,Super built-up  Area,Anekal,620.0,2.0,1.0,22.0,2
460,Super built-up  Area,Anekal,600.0,1.0,1.0,16.5,1
461,Super built-up  Area,Anekal,925.0,2.0,1.0,40.0,2
462,Super built-up  Area,Anekal,530.0,1.0,1.0,18.0,1
463,Plot  Area,Anekal,1800.0,3.0,2.0,68.0,3
465,Built-up  Area,Anekal,351.0,1.0,1.0,16.0,1
466,Super built-up  Area,Anekal,1035.0,2.0,2.0,38.3,2
467,Super built-up  Area,Anekal,888.0,2.0,1.0,34.0,2
471,Plot  Area,Anekal,1200.0,2.0,1.0,36.0,4
472,Super built-up  Area,Anekal,766.0,2.0,2.0,28.0,2
473,Built-up  Area,Anekal,967.0,2.0,1.0,45.0,3
474,Built-up  Area,Anekal,620.0,1.0,1.0,23.5,2
475,Super built-up  Area,Anekal,1150.0,3.0,2.0,45.0,3
478,Built-up  Area,Anekal,400.0,1.0,1.0,11.5,1
479,Super built-up  Area,Anekal,456.0,1.0,1.0,15.0,1
482,Plot  Area,Anekal,2400.0,4.0,0.0,95.0,3
486,Built-up  Area,Anekal,420.0,1.0,1.0,12.5,1
487,Super built-up  Area,Anekal,614.0,1.0,1.0,28.0,2
488,Super built-up  Area,Anekal,1140.0,2.0,2.0,52.0,2
489,Super built-up  Area,Anekal,625.0,1.0,1.0,25.0,2
490,Built-up  Area,Anjanapura,1850.0,4.0,2.0,86.0,4
491,Super built-up  Area,Anjanapura,1070.0,2.0,2.0,39.0,2
492,Plot  Area,Anjanapura,1500.0,3.0,1.0,121.0,3
493,Super built-up  Area,Anjanapura,1070.0,2.0,2.0,37.0,2
494,Super built-up  Area,Anjanapura,950.0,2.0,1.0,40.0,2
495,Built-up  Area,Anjanapura,1280.0,2.0,2.0,45.0,3
496,Super built-up  Area,Anjanapura,710.0,2.0,0.0,25.0,2
498,Built-up  Area,Anjanapura,950.0,2.0,0.0,32.0,2
499,Super built-up  Area,Anjanapura,1800.0,4.0,2.0,55.0,4
500,Super built-up  Area,Anjanapura,1843.0,3.0,1.0,87.54,3
501,Super built-up  Area,Anjanapura,1076.0,2.0,1.0,30.13,2
502,Built-up  Area,Anjanapura,950.0,2.0,0.0,30.0,2
503,Super built-up  Area,Ardendale,1750.0,3.0,2.0,100.0,3
504,Built-up  Area,Ardendale,3198.0,4.0,3.0,200.0,4
505,Super built-up  Area,Ardendale,2422.0,4.0,2.0,160.0,4
506,Super built-up  Area,Ardendale,1750.0,3.0,3.0,100.0,3
507,Plot  Area,Ardendale,3200.0,4.0,1.0,205.0,4
508,Super built-up  Area,Ardendale,1728.0,3.0,2.0,95.0,3
509,Super built-up  Area,Ardendale,2062.0,3.0,2.0,140.0,4
510,Super built-up  Area,Ardendale,1732.46,3.0,2.0,92.0,3
511,Super built-up  Area,Ardendale,2062.0,3.0,2.0,150.0,4
513,Super built-up  Area,Ardendale,1224.0,2.0,2.0,70.0,2
514,Super built-up  Area,Ardendale,1777.26,3.0,2.0,105.0,3
515,Super built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3
516,Super built-up  Area,Ardendale,2062.0,3.0,2.0,140.0,4
517,Built-up  Area,Ardendale,1650.0,3.0,3.0,82.0,3
518,Super built-up  Area,Ardendale,1224.0,2.0,2.0,67.0,2
519,Super built-up  Area,Ardendale,1723.0,3.0,2.0,95.0,3
520,Super built-up  Area,Ardendale,1777.26,3.0,2.0,89.0,3
521,Super built-up  Area,Ardendale,1777.26,3.0,2.0,92.0,3
522,Super built-up  Area,Arekere,2060.0,3.0,2.0,140.0,3
523,Built-up  Area,Arekere,920.0,2.0,1.0,40.0,2
524,Built-up  Area,Arekere,1740.0,2.0,2.0,95.0,3
525,Built-up  Area,Arekere,1190.0,2.0,2.0,55.0,2
526,Built-up  Area,Arekere,600.0,1.0,1.0,28.0,1
527,Super built-up  Area,Arekere,2072.0,3.0,2.0,108.0,3
528,Super built-up  Area,Arekere,1100.0,2.0,2.0,55.0,2
529,Super built-up  Area,Arekere,900.0,2.0,3.0,50.0,2
530,Super built-up  Area,Arekere,2710.0,6.0,2.0,142.0,4
531,Super built-up  Area,Arekere,1240.0,2.0,2.0,60.0,2
532,Super built-up  Area,Arekere,900.0,2.0,1.0,44.5,2
533,Super built-up  Area,Attibele,450.0,1.0,1.0,11.0,1
534,Built-up  Area,Attibele,1600.0,4.0,0.0,52.8,4
535,Built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
536,Built-up  Area,Attibele,400.0,1.0,1.0,11.0,1
537,Built-up  Area,Attibele,400.0,1.0,1.0,12.0,1
538,Built-up  Area,Attibele,400.0,1.0,1.0,14.0,1
539,Super built-up  Area,Attibele,500.0,1.0,1.0,17.0,1
540,Plot  Area,Attibele,2168.0,4.0,2.0,95.0,4
541,Built-up  Area,Attibele,395.0,1.0,1.0,10.25,1
542,Built-up  Area,Attibele,420.0,1.0,1.0,17.0,1
544,Built-up  Area,Attibele,418.0,1.0,1.0,12.0,1
545,Built-up  Area,Attibele,1200.0,2.0,2.0,42.0,2
546,Super built-up  Area,Attibele,400.0,1.0,1.0,10.0,1
547,Super built-up  Area,Attibele,695.0,1.0,1.0,25.0,2
548,Super built-up  Area,Attibele,850.0,1.0,1.0,25.0,2
549,Built-up  Area,Attibele,2400.0,3.0,3.0,120.0,3
550,Built-up  Area,Attibele,450.0,1.0,1.0,12.5,1
554,Super built-up  Area,Attibele,782.0,1.0,0.0,19.55,1
556,Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
557,Built-up  Area,Attibele,400.0,1.0,1.0,11.5,1
558,Carpet  Area,Attibele,460.0,1.0,1.0,13.0,1
559,Super built-up  Area,Attibele,418.0,2.0,1.0,11.5,1
560,Plot  Area,Attibele,1000.0,2.0,1.0,42.0,2
561,Super built-up  Area,Attibele,550.0,1.0,1.0,11.5,1
563,Built-up  Area,Attibele,410.0,1.0,1.0,10.0,1
564,Plot  Area,Attibele,1700.0,3.0,1.0,65.0,3
565,Super built-up  Area,Attibele,400.0,1.0,1.0,10.25,1
566,Super built-up  Area,Attibele,656.0,2.0,1.0,25.0,2
567,Plot  Area,Attibele,1500.0,3.0,2.0,90.0,3
568,Built-up  Area,Attibele,520.0,1.0,1.0,15.0,1
569,Super built-up  Area,BEML Layout,1060.0,2.0,1.0,55.0,2
571,Built-up  Area,BEML Layout,999.0,2.0,3.0,45.0,2
572,Plot  Area,BEML Layout,2400.0,4.0,1.0,225.0,5
574,Super built-up  Area,BEML Layout,1194.0,2.0,1.0,65.0,2
575,Super built-up  Area,BEML Layout,1200.0,2.0,2.0,67.0,2
576,Plot  Area,BEML Layout,2400.0,2.0,1.0,228.0,2
579,Super built-up  Area,BEML Layout,1194.0,2.0,1.0,65.0,2
580,Plot  Area,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3
581,Carpet  Area,BTM 2nd Stage,950.0,2.0,1.0,52.0,2
582,Built-up  Area,BTM 2nd Stage,1850.0,3.0,2.0,170.0,3
583,Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2
584,Super built-up  Area,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2
586,Super built-up  Area,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2
587,Built-up  Area,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2
588,Built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2
589,Super built-up  Area,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2
590,Plot  Area,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5
591,Super built-up  Area,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2
592,Super built-up  Area,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3
593,Super built-up  Area,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3
594,Plot  Area,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3
595,Super built-up  Area,BTM 2nd Stage,965.0,2.0,2.0,56.0,2
596,Super built-up  Area,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2
597,Built-up  Area,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3
598,Super built-up  Area,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2
599,Super built-up  Area,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2
600,Super built-up  Area,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2
601,Super built-up  Area,BTM 2nd Stage,930.0,2.0,2.0,46.0,2
603,Super built-up  Area,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3
604,Super built-up  Area,BTM Layout,1150.0,2.0,2.0,63.0,2
605,Built-up  Area,BTM Layout,3300.0,6.0,3.0,165.0,6
606,Built-up  Area,BTM Layout,1450.0,2.0,2.0,81.0,3
607,Super built-up  Area,BTM Layout,1776.0,2.0,3.0,75.0,3
608,Super built-up  Area,BTM Layout,1458.0,3.0,2.0,79.0,3
609,Built-up  Area,BTM Layout,935.0,2.0,1.0,51.5,2
610,Super built-up  Area,BTM Layout,1020.0,2.0,1.0,46.5,2
611,Super built-up  Area,BTM Layout,1600.0,3.0,2.0,112.0,3
612,Built-up  Area,BTM Layout,1300.0,2.0,1.0,75.0,3
613,Built-up  Area,BTM Layout,1540.0,2.0,2.0,78.0,3
614,Super built-up  Area,BTM Layout,450.0,1.0,1.0,20.0,1
615,Super built-up  Area,BTM Layout,1196.0,2.0,2.0,56.81,2
616,Super built-up  Area,BTM Layout,1470.0,2.0,2.0,99.0,3
619,Super built-up  Area,Babusapalaya,1611.0,2.0,2.0,66.0,3
621,Super built-up  Area,Babusapalaya,1675.0,3.0,3.0,75.0,3
622,Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,46.0,2
623,Built-up  Area,Babusapalaya,1500.0,2.0,2.0,57.0,2
625,Super built-up  Area,Babusapalaya,1050.0,2.0,3.0,45.0,2
626,Super built-up  Area,Babusapalaya,1141.0,2.0,1.0,45.9,2
628,Super built-up  Area,Babusapalaya,1230.0,3.0,3.0,53.0,3
629,Built-up  Area,Babusapalaya,1105.0,2.0,1.0,40.0,2
630,Super built-up  Area,Babusapalaya,1410.0,2.0,3.0,65.0,3
631,Super built-up  Area,Babusapalaya,1450.0,2.0,1.0,55.99,2
632,Super built-up  Area,Babusapalaya,1100.0,2.0,2.0,38.0,2
634,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,33.84,2
635,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,38.95,2
636,Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,34.0,2
637,Super built-up  Area,Babusapalaya,1245.0,2.0,2.0,58.0,2
638,Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
639,Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2
640,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
641,Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
642,Super built-up  Area,Badavala Nagar,1274.0,2.0,1.0,81.0,2
643,Super built-up  Area,Badavala Nagar,1494.0,2.0,2.0,94.55,3
644,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
645,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
646,Super built-up  Area,Badavala Nagar,1842.0,3.0,2.0,115.0,3
647,Super built-up  Area,Balagere,1210.0,2.0,1.0,80.9,2
648,Super built-up  Area,Balagere,1210.0,2.0,1.0,72.0,2
649,Super built-up  Area,Balagere,1205.0,2.0,1.0,78.5,2
650,Super built-up  Area,Balagere,790.5,1.0,0.0,41.9,1
653,Super built-up  Area,Balagere,1020.07,2.0,1.0,68.38,2
654,Super built-up  Area,Balagere,1205.47,2.0,1.0,81.0,2
655,Super built-up  Area,Balagere,1007.0,2.0,1.0,65.0,2
657,Super built-up  Area,Balagere,1210.0,2.0,1.0,74.0,2
658,Super built-up  Area,Balagere,1210.0,2.0,1.0,83.0,2
659,Built-up  Area,Balagere,675.0,1.0,1.0,45.0,1
660,Super built-up  Area,Balagere,656.0,1.0,1.0,43.0,1
662,Super built-up  Area,Balagere,1012.0,2.0,1.0,64.0,2
663,Super built-up  Area,Balagere,1007.0,2.0,1.0,62.0,2
664,Built-up  Area,Balagere,1007.0,2.0,1.0,67.0,2
665,Super built-up  Area,Balagere,1007.0,2.0,1.0,66.0,2
668,Super built-up  Area,Balagere,645.0,1.0,1.0,34.18,1
671,Super built-up  Area,Balagere,790.5,1.0,0.0,42.295,1
672,Super built-up  Area,Balagere,1012.0,2.0,1.0,65.0,2
673,Super built-up  Area,Balagere,656.0,1.0,1.0,38.77,1
674,Super built-up  Area,Balagere,645.0,1.0,1.0,39.0,1
675,Built-up  Area,Balagere,645.0,1.0,1.0,41.0,1
676,Super built-up  Area,Balagere,1210.0,2.0,1.0,82.0,2
677,Super built-up  Area,Balagere,656.0,1.0,1.0,34.77,1
678,Super built-up  Area,Balagere,1205.0,2.0,1.0,73.87,2
679,Super built-up  Area,Balagere,1012.0,2.0,1.0,70.0,2
680,Super built-up  Area,Balagere,1007.0,2.0,1.0,68.0,2
682,Super built-up  Area,Balagere,1205.0,2.0,1.0,79.0,2
683,Built-up  Area,Balagere,1012.0,2.0,1.0,68.0,2
685,Super built-up  Area,Banashankari,1077.0,2.0,2.0,37.64,2
686,Super built-up  Area,Banashankari,1470.0,2.0,1.0,88.64,3
687,Built-up  Area,Banashankari,1300.0,2.0,2.0,75.0,3
688,Super built-up  Area,Banashankari,1800.0,3.0,2.0,115.0,3
689,Built-up  Area,Banashankari,1125.0,2.0,1.0,63.0,2
691,Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.0,2
692,Super built-up  Area,Banashankari,2600.0,4.0,1.0,135.0,3
693,Super built-up  Area,Banashankari,1900.0,2.0,1.0,170.0,3
694,Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2
695,Super built-up  Area,Banashankari,1170.0,2.0,2.0,46.79,2
697,Built-up  Area,Banashankari,1350.0,2.0,0.0,83.0,3
699,Super built-up  Area,Banashankari,1330.0,2.0,1.0,78.0,2
700,Super built-up  Area,Banashankari,1400.0,2.0,1.0,78.0,3
701,Super built-up  Area,Banashankari,1700.0,3.0,2.0,125.0,3
702,Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2
703,Super built-up  Area,Banashankari,1600.0,2.0,1.0,63.98,2
704,Super built-up  Area,Banashankari,1041.0,2.0,1.0,36.44,2
705,Super built-up  Area,Banashankari,2400.0,1.0,1.0,200.0,1
706,Super built-up  Area,Banashankari,1390.0,2.0,2.0,86.0,2
707,Super built-up  Area,Banashankari,1460.0,2.0,3.0,70.0,2
708,Super built-up  Area,Banashankari,1200.0,2.0,1.0,60.0,2
709,Super built-up  Area,Banashankari,1290.0,2.0,2.0,80.0,2
710,Super built-up  Area,Banashankari,2582.0,5.0,2.0,250.0,3
711,Built-up  Area,Banashankari,1186.0,2.0,3.0,65.0,2
712,Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3
714,Super built-up  Area,Banashankari,1181.0,2.0,1.0,75.0,2
715,Super built-up  Area,Banashankari,1105.0,2.0,2.0,90.0,2
716,Super built-up  Area,Banashankari,720.0,1.0,1.0,60.0,1
717,Super built-up  Area,Banashankari,1040.0,2.0,3.0,45.0,2
718,Super built-up  Area,Banashankari,1330.0,2.0,2.0,77.0,2
719,Super built-up  Area,Banashankari,1200.0,2.0,3.0,49.0,2
720,Super built-up  Area,Banashankari,1185.0,2.0,2.0,67.0,2
721,Super built-up  Area,Banashankari,1000.0,2.0,1.0,50.0,2
722,Super built-up  Area,Banashankari,1650.0,3.0,2.0,90.75,3
723,Super built-up  Area,Banashankari,1650.0,3.0,2.0,101.0,3
724,Super built-up  Area,Banashankari,1310.0,2.0,2.0,80.43,2
725,Built-up  Area,Banashankari,600.0,1.0,0.0,27.0,2
726,Super built-up  Area,Banashankari,1430.0,2.0,2.0,87.8,2
727,Super built-up  Area,Banashankari,1020.0,2.0,1.0,42.83,2
729,Built-up  Area,Banashankari,1540.0,3.0,3.0,80.0,3
730,Super built-up  Area,Banashankari,1195.0,2.0,1.0,35.84,2
731,Super built-up  Area,Banashankari,1683.0,3.0,2.0,115.0,3
732,Built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3
733,Super built-up  Area,Banashankari,1175.0,2.0,1.0,41.13,2
734,Super built-up  Area,Banashankari,1750.0,2.0,2.0,89.0,3
735,Super built-up  Area,Banashankari,1800.0,3.0,2.0,175.0,3
736,Super built-up  Area,Banashankari,1450.0,2.0,2.0,50.75,2
737,Super built-up  Area,Banashankari,1770.0,3.0,3.0,108.0,3
738,Super built-up  Area,Banashankari,1800.0,3.0,2.0,125.0,3
741,Super built-up  Area,Banashankari,1200.0,3.0,2.0,74.52,3
742,Super built-up  Area,Banashankari,1100.0,2.0,1.0,63.0,2
743,Super built-up  Area,Banashankari,1020.0,2.0,2.0,40.79,2
744,Super built-up  Area,Banashankari,1260.0,2.0,3.0,75.0,2
746,Super built-up  Area,Banashankari,1426.0,3.0,2.0,85.0,3
747,Super built-up  Area,Banashankari Stage II,1700.0,2.0,2.0,150.0,2
748,Plot  Area,Banashankari Stage II,1200.0,2.0,1.0,150.0,4
749,Super built-up  Area,Banashankari Stage II,1500.0,2.0,1.0,120.0,3
750,Plot  Area,Banashankari Stage II,2400.0,3.0,2.0,510.0,5
751,Super built-up  Area,Banashankari Stage II,1240.0,2.0,2.0,59.52,3
752,Built-up  Area,Banashankari Stage II,1250.0,2.0,2.0,110.0,2
753,Super built-up  Area,Banashankari Stage II,1260.0,2.0,1.0,95.0,3
754,Plot  Area,Banashankari Stage II,2400.0,2.0,2.0,300.0,3
755,Super built-up  Area,Banashankari Stage II,1400.0,2.0,1.0,100.0,2
756,Super built-up  Area,Banashankari Stage II,2800.0,3.0,2.0,425.0,5
757,Built-up  Area,Banashankari Stage II,3000.0,3.0,2.0,450.0,3
758,Built-up  Area,Banashankari Stage II,1200.0,2.0,1.0,198.0,3
759,Super built-up  Area,Banashankari Stage II,1245.0,2.0,1.0,125.0,2
760,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,58.7,3
761,Super built-up  Area,Banashankari Stage III,1145.0,2.0,3.0,58.4,2
762,Super built-up  Area,Banashankari Stage III,1650.0,3.0,2.0,118.0,3
763,Plot  Area,Banashankari Stage III,2400.0,4.0,1.0,240.0,4
764,Super built-up  Area,Banashankari Stage III,1350.0,2.0,2.0,68.0,3
766,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
767,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,60.0,3
768,Super built-up  Area,Banashankari Stage III,1200.0,2.0,0.0,42.0,2
769,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
770,Super built-up  Area,Banashankari Stage III,1480.0,3.0,1.0,75.48,3
771,Super built-up  Area,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
772,Built-up  Area,Banashankari Stage III,1304.0,2.0,0.0,111.0,2
773,Built-up  Area,Banashankari Stage III,3000.0,6.0,2.0,150.0,6
774,Super built-up  Area,Banashankari Stage III,1085.0,2.0,1.0,50.0,2
775,Super built-up  Area,Banashankari Stage III,1500.0,2.0,2.0,100.0,3
776,Built-up  Area,Banashankari Stage III,2100.0,3.0,1.0,147.0,4
777,Super built-up  Area,Banashankari Stage III,1420.0,2.0,2.0,95.0,3
778,Super built-up  Area,Banashankari Stage V,1300.0,2.0,1.0,58.5,3
779,Super built-up  Area,Banashankari Stage V,1305.0,2.0,2.0,49.0,3
780,Super built-up  Area,Banashankari Stage V,1035.0,2.0,2.0,35.77,2
781,Super built-up  Area,Banashankari Stage V,1355.0,2.0,1.0,61.0,3
782,Super built-up  Area,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
783,Super built-up  Area,Banashankari Stage V,1650.0,3.0,2.0,51.98,3
784,Super built-up  Area,Banashankari Stage V,1630.0,3.0,2.0,51.35,3
785,Super built-up  Area,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
786,Super built-up  Area,Banashankari Stage V,1315.0,2.0,2.0,49.0,3
787,Super built-up  Area,Banashankari Stage V,1540.0,3.0,2.0,48.51,3
788,Super built-up  Area,Banashankari Stage V,920.0,2.0,1.0,41.5,2
789,Super built-up  Area,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2
790,Built-up  Area,Banashankari Stage VI,4800.0,4.0,3.0,190.0,4
791,Plot  Area,Banashankari Stage VI,2800.0,4.0,2.0,89.0,4
792,Plot  Area,Banashankari Stage VI,2200.0,4.0,2.0,195.0,4
793,Super built-up  Area,Banashankari Stage VI,1160.0,2.0,1.0,59.0,2
794,Super built-up  Area,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2
795,Super built-up  Area,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3
796,Super built-up  Area,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3
797,Super built-up  Area,Banashankari Stage VI,1410.5,2.0,0.0,70.385,3
798,Plot  Area,Banashankari Stage VI,4800.0,3.0,2.0,200.0,4
799,Super built-up  Area,Banaswadi,1184.0,2.0,3.0,53.0,2
800,Super built-up  Area,Banaswadi,1145.0,2.0,2.0,55.0,2
801,Super built-up  Area,Banaswadi,1250.0,2.0,0.0,60.0,2
802,Super built-up  Area,Banaswadi,1365.0,2.0,2.0,73.0,2
803,Plot  Area,Banaswadi,1903.0,6.0,2.0,140.0,5
804,Super built-up  Area,Banaswadi,1222.0,2.0,2.0,80.0,2
805,Super built-up  Area,Banaswadi,870.0,2.0,2.0,38.0,2
806,Super built-up  Area,Banaswadi,1200.0,2.0,3.0,60.0,2
808,Super built-up  Area,Banaswadi,527.0,1.0,0.0,35.0,1
809,Super built-up  Area,Banaswadi,1340.0,2.0,2.0,73.0,2
810,Super built-up  Area,Banaswadi,1008.0,2.0,2.0,52.0,2
811,Built-up  Area,Banaswadi,1105.0,2.0,2.0,57.0,2
812,Plot  Area,Banjara Layout,1200.0,2.0,2.0,70.0,2
813,Built-up  Area,Banjara Layout,1050.0,2.0,1.0,64.8,2
814,Plot  Area,Banjara Layout,753.0,3.0,3.0,59.5,2
815,Plot  Area,Banjara Layout,2500.0,4.0,0.0,140.0,3
816,Super built-up  Area,Bannerghatta,3012.0,6.0,2.0,250.0,4
817,Super built-up  Area,Bannerghatta,1665.0,3.0,3.0,110.0,3
818,Super built-up  Area,Bannerghatta,2370.0,4.0,2.0,195.0,3
819,Super built-up  Area,Bannerghatta,1100.0,2.0,1.0,66.0,2
820,Super built-up  Area,Bannerghatta,2895.5,2.0,2.0,246.0,4
821,Super built-up  Area,Bannerghatta,1113.0,2.0,1.0,70.0,2
822,Super built-up  Area,Bannerghatta,1200.0,2.0,2.0,73.2,2
823,Super built-up  Area,Bannerghatta,1070.0,2.0,1.0,87.0,2
824,Super built-up  Area,Bannerghatta,1776.0,3.0,2.0,124.0,3
825,Super built-up  Area,Bannerghatta,1776.0,3.0,2.0,150.0,3
826,Built-up  Area,Bannerghatta Road,500.0,1.0,1.0,18.5,1
827,Super built-up  Area,Bannerghatta Road,1050.0,2.0,1.0,65.0,2
828,Super built-up  Area,Bannerghatta Road,1170.0,2.0,1.0,66.0,3
829,Super built-up  Area,Bannerghatta Road,595.0,1.0,1.0,33.32,1
830,Carpet  Area,Bannerghatta Road,1445.0,3.0,2.0,95.0,3
